Code,Name
NSE/ARSSINFRA,ARSS Infrastructure Projects Limited
NSE/ARROWGREEN,Arrow Greentech Limited
NSE/ARMANFIN,Arman Financial Services Limited
NSE/ASAHIINDIA,Asahi India Glass Limited
NSE/ASAL,Automotive Stampings and Assemblies Limited
NSE/AUROPHARMA,Aurobindo Pharma Limited
NSE/AXISGOLD,Axis Mutual Fund - Axis Gold ETF
NSE/BANARISUG,Bannari Amman Sugars Limited
NSE/BHARATFIN,Bharat Financial Inclusion Limited
NSE/BHARATFORG,Bharat Forge Limited
NSE/BGRENERGY,BGR Energy Systems Limited
NSE/BHAGERIA,Bhageria Industries Limited
NSE/BIGBLOC,Bigbloc Construction Limited
NSE/BEARDSELL,Beardsell Limited
NSE/CENTURYTEX,Century Textiles & Industries Limited
NSE/BLUEBLENDS,Blue Blends (I) Limited
NSE/BIL,Bhartiya International Limited
NSE/BSELINFRA,BSEL Infrastructure Realty Limited
NSE/BSLIMITED,BS LIMITED
NSE/CEREBRAINT,Cerebra Integrated Technologies Limited
NSE/CARBORUNIV,Carborundum Universal Limited
NSE/CCHHL,Country Club Hospitality & Holidays Limited
NSE/COMPINFO,Compuage Infocom Limited
NSE/CEATLTD,CEAT Limited
NSE/CROMPGREAV,Crompton Greaves Limited
NSE/COLPAL,Colgate Palmolive (India) Limited
NSE/COUNCODOS,Country Condo's Limited
NSE/DBCORP,D.B.Corp Limited
NSE/ESSARSHPNG,Essar Shipping Limited
NSE/DCM,DCM Limited
NSE/DENORA,De Nora India Limited
NSE/DIAPOWER,Diamond Power Infra Ltd
NSE/DISHTV,Dish TV India Limited
NSE/EIHOTEL,EIH Limited
NSE/ELECTCAST,Electrosteel Castings Limited
NSE/ELAND,E-Land Apparel Limited
NSE/EDUCOMP,Educomp Solutions Limited
NSE/ESL,Electrosteel Steels Limited
NSE/GAIL,GAIL (India) Limited
NSE/GARWALLROP,Garware Wall Ropes Limited
NSE/GOCLCORP,GOCL Corporation Limited
NSE/GLAXO,GlaxoSmithKline Pharmaceuticals Limited
NSE/GOKUL,Gokul Refoils and Solvent Limited
NSE/GPTINFRA,GPT Infraprojects Limited
NSE/GPPL,Gujarat Pipavav Port Limited
NSE/GRAPHITE,Graphite India Limited
NSE/GOLDIWIN,ICICI Prudential Gold Exchange Traded Fund
NSE/GRAVITA,Gravita India Limited
NSE/GREENPLY,Greenply Industries Limited
NSE/GUJALKALI,Gujarat Alkalies and Chemicals Limited
NSE/GTLINFRA,GTL Infrastructure Limited
NSE/GTNTEX,GTN Textiles Limited
NSE/HCC,Hindustan Construction Company Limited
NSE/HIL,HIL Limited
NSE/HINDUJAFO,Hinduja Foundries Limited
NSE/HINDZINC,Hindustan Zinc Limited
NSE/HONAUT,Honeywell Automation India Limited
NSE/HSIL,HSIL Limited
NSE/ICICIPRULI,ICICI Prudential Life Insurance Company Limited
NSE/ZUARIGLOB,ZUARI GLOBAL LIMITED
NSE/ILFSENGG,IL&FS Engineering and Construction Company Limited
NSE/IIFL,IIFL Holdings Limited
NSE/INDBANK,Indbank Merchant Banking Services Limited
NSE/INDORAMA,Indo Rama Synthetics (India) Limited
NSE/FRLDVR,Future Enterprises Limited
NSE/IOC,Indian Oil Corporation Limited
NSE/INGERRAND,Ingersoll Rand (India) Limited
NSE/IVZINGOLD,Invesco India Gold Exchange Traded Fund
NSE/IVZINNIFTY,Invesco India Nifty Exchange Traded Fund
NSE/JETAIRWAYS,Jet Airways (India) Limited
NSE/JCHAC,Johnson Controls Hitachi Air Conditioning India Limited
NSE/JUSTDIAL,Just Dial Limited
NSE/JYOTISTRUC,Jyoti Structures Limited
NSE/JPINFRATEC,Jaypee Infratech Limited
NSE/JOCIL,Jocil Limited
NSE/KEI,KEI Industries Limited
NSE/KESARENT,Kesar Enterprises Limited
NSE/KABRAEXTRU,Kabra Extrusion Technik Limited
NSE/KAMDHENU,Kamdhenu Limited
NSE/LSIL,Lloyds Steels Industries Limited
NSE/KOTAKGOLD,Kotak Mutual Fund - Gold Exchange Traded Fund
NSE/LGBFORGE,LGB Forge Limited
NSE/KSERASERA,KSS Limited
NSE/MAHASTEEL,Mahamaya Steel Industries Limited
NSE/LOTUSEYE,Lotus Eye Care Hospital Limited
NSE/LYPSAGEMS,Lypsa Gems & Jewellery Limited
NSE/LUMAXTECH,Lumax Auto Technologies Limited
NSE/LYCOS,Lycos Internet Limited
NSE/MAHSEAMLES,Maharashtra Seamless Limited
NSE/MANGLMCEM,Mangalam Cement Limited
NSE/MARALOVER,Maral Overseas Limited
NSE/MAYURUNIQ,Mayur Uniquoters Ltd
NSE/MERCK,Merck Limited
NSE/MEP,MEP Infrastructure Developers Limited
NSE/MENONBE,Menon Bearings Limited
NSE/MIC,MIC Electronics Limited
NSE/MOLDTECH,Mold-Tek Technologies Limited
NSE/MYSOREBANK,State Bank of Mysore
NSE/NELCAST,Nelcast Limited
NSE/NDTV,New Delhi Television Limited
NSE/NMDC,NMDC Limited
NSE/NIFTYEES,Edelweiss ETF - Nifty 50
NSE/OMAXAUTO,Omax Autos Limited
NSE/PANACEABIO,Panacea Biotec Limited
NSE/PARSVNATH,Parsvnath Developers Limited
NSE/PATSPINLTD,Patspin India Limited
NSE/PATINTLOG,Patel Integrated Logistics Limited
NSE/PITTILAM,Pitti Laminations Limited
NSE/QNIFTY,Quantum Index Fund -Exchange Traded Fund (ETF)
NSE/PGEL,PG Electroplast Limited
NSE/PRESTIGE,Prestige Estates Projects Limited
NSE/PRAKASHCON,Prakash Constrowell Limited
NSE/PUNJABCHEM,Punjab Chemicals & Crop Protection Limited
NSE/PRISMCEM,Prism Cement Limited
NSE/PROVOGE,Provogue (India) Limited
NSE/PROZONINTU,Prozone Intu Properties Limited
NSE/RAMCOSYS,Ramco Systems Limited
NSE/QUICKHEAL,Quick Heal Technologies Limited
NSE/REDINGTON,Redington (India) Limited
NSE/RIIL,Reliance Industrial Infrastructure Limited
NSE/RAJSREESUG,Rajshree Sugars & Chemicals Limited
NSE/RAINBOWPAP,Rainbow Papers Limited
NSE/RAIN,Rain Industries Limited
NSE/RECLTD,Rural Electrification Corporation Limited
NSE/RELGOLD,R* Shares Gold ETF
NSE/RELINFRA,Reliance Infrastructure Limited
NSE/RELCNX100,Reliance Mutual Fund - R* Shares CNX 100 Fund
NSE/RPGLIFE,RPG Life Sciences Limited
NSE/RTNINFRA,RattanIndia Infrastructure Limited
NSE/SHIRPUR_G,Shirpur Gold Refinery Limited
NSE/SANOFI,Sanofi India Limited
NSE/SHARDAMOTR,Sharda Motor Industries Limited
NSE/SDBL,Som Distilleries & Breweries Limited
NSE/SETF10GILT,SBIAMC - SETF10GILT
NSE/SHREYAS,Shreyas Shipping & Logistics Limited
NSE/SHYAMCENT,Shyam Century Ferrous Limited
NSE/SIGNET,Signet Industries Limited
NSE/SPICEMOBI,Spice Mobility Limited
NSE/SUMMITSEC,Summit Securities Limited
NSE/SUBEX,Subex Limited
NSE/TPLPLASTEH,TPL Plastech Limited
NSE/UJJIVAN,UJJIVAN FINANCIAL SERVICES LIMITED
NSE/TRENT,Trent Limited
NSE/TTL,T T Limited
NSE/TVSELECT,TVS Electronics Limited
NSE/UNIENTER,Uniphos Enterprises Limited
NSE/UNIONBANK,Union Bank of India
NSE/UNIVCABLES,Universal Cables Limited
NSE/VALUEIND,Value Industries Limited
NSE/VADILALIND,Vadilal Industries Limited
NSE/VENKEYS,Venky's (India) Limited
NSE/VINYLINDIA,Vinyl Chemicals (India) Limited
NSE/VINDHYATEL,Vindhya Telelinks Limited
NSE/VIPULLTD,Vipul Limited
NSE/VMART,V-Mart Retail Limited
NSE/VISESHINFO,Visesh Infotecnics Limited
NSE/WEBELSOLAR,Websol Energy System Limited
NSE/WSTCSTPAPR,West Coast Paper Mills Limited
NSE/FRL,FUTURE ENTERPRISES LIMITED
NSE/NIFTY_SERV_SECTOR,National Stock Exchange of India (NSE) Stock Index - Nifty Services Sector
NSE/WELENTRP,Welspun Enterprises Limited
NSE/CNX_FINANCE,National Stock Exchange of India (NSE) Stock Index - CNX Finance
NSE/CNX_COMMODITIES,National Stock Exchange of India (NSE) Stock Index - CNX Commodities
NSE/NIFTY_GROWSECT_15,National Stock Exchange of India (NSE) Stock Index - Nifty Growth Sectors 15
NSE/SUDAR,Sudar Industries Limited
NSE/DIGJAM,Digjam Limited
NSE/PIPAVAVDOC,Pipavav Defence and Offshore Engineering Company Limited
NSE/STYABS,Styrolution ABS (India) Limited
NSE/KIL,Kamdhenu Ispat Limited
NSE/MANJUSHREE,Manjushree Technopack Limited
NSE/COFFEEDAY,Coffee Day Enterprises Limited
NSE/SAHPETRO,Sah Petroleums Limited
NSE/NIFTY_MIDCAP_50,National Stock Exchange of India (NSE) Stock Index - Nifty Midcap 50
NSE/KRISHNAENG,Krishna Engineering Works Limited
NSE/CHESLINTEX,Cheslind Textiles Limited
NSE/GLODYNE,Glodyne Technoserve Limited
NSE/ADVANTA,Advanta Limited
NSE/CNX_IT,National Stock Exchange of India (NSE) Stock Index - CNX IT
NSE/UTTAMVALUE,Uttam Value Steels Limited
NSE/RELIGAREGO,Religare Invesco Gold Exchange Traded Fund
NSE/ORCHIDCHEM,Orchid Chemicals & Pharmaceuticals Limited
NSE/VIKASGLOB,Vikas GlobalOne Limited
NSE/GUJRATGAS,Gujarat Gas Company Limited
NSE/MAKE,Marico Kaya Enterprises Limited
NSE/AMTEKINDIA,Amtek India Limited
NSE/NKIND,NK Industries Limited
NSE/NIRVIKARA,Nirvikara Paper Mills Limited
NSE/GNA,GNA Axles Limited
NSE/HPL,HPL Electric & Power Limited
NSE/GPIL,Godawari Power And Ispat limited
NSE/HOVS,HOV Services Limited
NSE/GSCLCEMENT,Gujarat Sidhee Cement Limited
NSE/HARITASEAT,Harita Seating Systems Limited
NSE/HCL_INSYS,HCL Infosystems Limited
NSE/ALPSINDUS,Alps Industries Limited
NSE/ARVINFRA,Arvind Infrastructure Limited
NSE/CNX_100_EQUAL_WEIGHT,National Stock Exchange of India (NSE) Stock Index - CNX 100 Equal Weight
NSE/AUTOLITIND,Autolite (India) Limited
NSE/BAJAJ_AUTO,Bajaj Auto Limited
NSE/BANSWRAS,Banswara Syntex Limited
NSE/BEPL,Bhansali Engineering Polymers Limited
NSE/CAREERP,Career Point Limited
NSE/CASTEXTECH,Castex Technologies Limited
NSE/CHENNPETRO,Chennai Petroleum Corporation Limited
NSE/CIGNITITEC,Cigniti Technologies Limited
NSE/CIMMCO,Cimmco Limited
NSE/KCP,KCP Limited
NSE/KOTAKNV20,KOTAKMAMC - KTKNV20ETF
NSE/LALPATHLAB,Dr. Lal Path Labs Ltd.
NSE/LCCINFOTEC,LCC Infotech Limited
NSE/LTI,Larsen & Toubro Infotech Limited
NSE/NIF100IWIN,ICICI Prudential Nifty 100 ETF
NSE/ORCHIDPHAR,Orchid Pharma Limited
NSE/PILITA,PIL ITALICA LIFESTYLE LIMITED
NSE/SENSEXIWIN,ICICI Prudential Sensex ETF
NSE/SETFNIF50,SBI-ETF Nifty 50
NSE/UTINIFTETF,UTI Mutual Fund - UTI-Nifty Exchange Traded Fund
NSE/TIMBOR,Timbor Home Limited
NSE/CPSE_INDEX,National Stock Exchange of India (NSE) Stock Index - CPSE
NSE/NIFTY_INFRA,National Stock Exchange of India (NSE) Stock Index - Nifty Infra
NSE/NIFTY_CONSUMPTION,National Stock Exchange of India (NSE) Stock Index - Nifty India Consumption
NSE/SETFBANK,SBIAMC - SETFBANK
NSE/NV20IWIN,ICICI Prudential NV20 ETF
NSE/BILPOWER,Bilpower  Limited
NSE/JAINSTUDIO,Jain Studios Limited
NSE/CURATECH,Cura Technologies Limited
NSE/EIMCOELECO,Eimco Elecon (India) Limited
NSE/DSSL,Dynacons Systems & Solutions Limited
NSE/ENTEGRA,Entegra Limited
NSE/EUROMULTI,Euro Multivision Limited
NSE/GISOLUTION,GI Engineering Solutions Limited
NSE/GOENKA,Goenka Diamond and Jewels Limited
NSE/JAIHINDPRO,Jaihind Projects Limited
NSE/LFIC,Lakshmi Finance & Industrial Corporation Limited
NSE/NORBTEAEXP,Norben Tea & Exports Limited
NSE/SHRIASTER,SHRI ASTER SILICATES LIMITED
NSE/MOTOGENFIN,The Motor & General Finance Limited
NSE/QUINTEGRA,Quintegra Solutions Limited
NSE/RADAAN,Radaan Mediaworks India Limited
NSE/RUCHINFRA,Ruchi Infrastructure Limited
NSE/SGFL,Shree Ganesh Forgings Limited
NSE/TNTELE,Tamilnadu Telecommunication Limited
NSE/SIL,Standard Industries Limited
NSE/SRGINFOTEC,SRG Infotec (India) Limited
NSE/VISUINTL,Visu International Limited
NSE/CNX_METAL,National Stock Exchange of India (NSE) Stock Index - CNX Metal
NSE/NIFTY_AUTO,National Stock Exchange of India (NSE) Stock Index - Nifty Auto
NSE/NIFTY50_VALUE_20,National Stock Exchange of India (NSE) Stock Index - Nifty50 Value 20
NSE/OMNITECH,Omnitech Infosolutions Limited
NSE/KELLTONTEC,Kellton Tech Solutions Limited
NSE/LICNETFN50,LICNAMC - LICNFENGP
NSE/LTTS,L&T Technology Services Limited
NSE/MAXVIL,Max Ventures and Industries Limited
NSE/PILANIINVS,Pilani Investment and Industries Corporation Limited
NSE/SKSMICRO,SKS Microfinance Limited
NSE/KERNEX,Kernex Microsystems (India) Limited
NSE/GEPIL,GE Power India Limited
NSE/ICNX100,ICICI Prudential Nifty 100 ETF
NSE/IMIDCAP,ICICIPRAMC - IMIDCAP
NSE/INIFTY,ICICI Prudential Nifty ETF
NSE/ISENSEX,ICICI Prudential Sensex ETF
NSE/ACROPETAL,Acropetal Technologies Limited
NSE/LICNFENGP,LICNAMC - LICNFENGP
NSE/BHARATWIRE,Bharat Wire Ropes Limited
NSE/GUJGASLTD,Gujarat Gas Limited
NSE/MANPASAND,Manpasand Beverages Limited
NSE/NECCLTD,North Eastern Carrying Corporation Limited
NSE/PNCINFRA,PNC Infratech Limited
NSE/PRATIBHA,Pratibha Industries Limited
NSE/SHILPI,Shilpi Cable Technologies Limited
NSE/TTKHLTCARE,TTK Healthcare Limited
NSE/NIFTY_MIDCAP_LIQUID_15,National Stock Exchange of India (NSE) Stock Index - Nifty Midcap Liquid 15
NSE/CNX_ENERGY,National Stock Exchange of India (NSE) Stock Index - CNX Energy
NSE/CNX_NIFTY,National Stock Exchange of India (NSE) Stock Index - CNX Nifty
NSE/NIFTY_REALTY,National Stock Exchange of India (NSE) Stock Index - Nifty Realty
NSE/NIFTY50_SHARIAH,National Stock Exchange of India (NSE) Stock Index - Nifty50 Shariah
NSE/ANTGRAPHIC,Antarctica Limited
NSE/ELDERPHARM,Elder Pharmaceuticals Limited
NSE/GLFL,Gujarat Lease Financing Limited
NSE/RAMSARUP,Ramsarup Industries Limited
NSE/NEPCMICON,NEPC India Limited
NSE/PRADIP,Pradip Overseas Limited
NSE/MURLIIND,Murli Industries Limited
NSE/MALWACOTT,Malwa Cotton Spg. Mills Limited
NSE/TODAYS,Todays Writing Instruments Limited
NSE/BHARTISHIP,Bharati Shipyard Limited
NSE/BLUESTINFO,Blue Star Infotech Limited
NSE/HMT,HMT Limited
NSE/UMESLTD,Usha Martin Education & Solutions Limited
NSE/KHAITANLTD,Khaitan (India) Limited
NSE/KALYANIFRG,Kalyani Forge Limited
NSE/LICNMFET,LIC NOMURA MF - LIC NOMURA MF G-sec LT ETF - GO
NSE/REGENCERAM,Regency Ceramics Limited
NSE/TECHIN,TECHINDIA NIRMAN LIMITED
NSE/ERAINFRA,Era Infra Engineering Limited
NSE/RAJVIR,Rajvir Industries Limited
NSE/LIX_15,National Stock Exchange of India (NSE) Stock Index - LIX 15
NSE/ABCIL,Aditya Birla Chemicals (India) Limited
NSE/PFRL,Pantaloons Fashion & Retail Limited
NSE/WELSYNTEX,Welspun Syntex Limited
NSE/NIFTY_SMALL_100,National Stock Exchange of India (NSE) Stock Index - Nifty Small 100
NSE/LIX15_MIDCAP,National Stock Exchange of India (NSE) Stock Index - LIX15 Midcap
NSE/CNX_LOW_VOLATILITY,National Stock Exchange of India (NSE) Stock Index - CNX Low Volatility
NSE/ESSAROIL,Essar Oil Limited
NSE/NH,Narayana Hrudayalaya Ltd.
NSE/NIFTY500_SHARIAH,National Stock Exchange of India (NSE) Stock Index - Nifty500 Shariah
NSE/NIFTY_500,National Stock Exchange of India (NSE) Stock Index - Nifty 500
NSE/CNX_SMALLCAP,National Stock Exchange of India (NSE) Stock Index - CNX Smallcap
NSE/CNX_MIDCAP,National Stock Exchange of India (NSE) Stock Index - CNX Midcap
NSE/ANKITMETAL,Ankit Metal & Power Limited
NSE/JSLHISAR,Jindal Stainless (Hisar) Limited
NSE/LICNETFSEN,LICNAMC - LICNFESGP
NSE/CNX_INFRA,National Stock Exchange of India (NSE) Stock Index - CNX Infrastructure
NSE/NIFTY_MEDIA,National Stock Exchange of India (NSE) Stock Index - Nifty Media
NSE/ARROWCOAT,Arrow Coated Products Limited
NSE/BIRLACOT,Birla Cotsyn (India) Limited
NSE/NIFTY_MIDCAP_100,National Stock Exchange of India (NSE) Stock Index - Nifty Midcap 100
NSE/CNX_BANK,National Stock Exchange of India (NSE) Stock Index - CNX Bank
NSE/NIFTY_MNC,National Stock Exchange of India (NSE) Stock Index - Nifty MNC
NSE/AGRODUTCH,Agro Dutch Industries Limited
NSE/PDMJEPAPER,Pudumjee Paper Products Limited
NSE/PRECAM,Precision Camshafts Limited
NSE/IDFC,IDFC Limited
NSE/JVLAGRO,JVL Agro Industries Limited
NSE/NCLIND,NCL Industries Limited
NSE/POKARNA,Pokarna Limited
NSE/POWERMECH,Power Mech Projects Limited
NSE/SPAL,S. P. Apparels Limited
NSE/SURANASOL,SURANA SOLAR LIMITED
NSE/SVOGL,SVOGL OIL GAS AND ENERGY LIMITED
NSE/VALECHAENG,Valecha Engineering Limited
NSE/VIKASECO,Vikas EcoTech Limited
NSE/CNX_PSE,National Stock Exchange of India (NSE) Stock Index - CNX PSE
NSE/AGRITECH,Agri-Tech (India) Limited
NSE/CALSOFT,California Software Company Limited
NSE/AUSTRAL,Austral Coke & Projects Limited
NSE/CREATIVEYE,Creative Eye Limited
NSE/CYBERMEDIA,Cyber Media (India) Limited
NSE/EQ30,EDELAMC - EQ30
NSE/FARMAXIND,Farmax India Limited
NSE/FELDVR,Future Enterprises Limited
NSE/IGOLD,ICICI Prudential Gold ETF
NSE/MANAKINDST,Manaksia Industries Limited
NSE/PARAPRINT,Paramount Printpackaging Limited
NSE/NOESISIND,Noesis Industries Limited
NSE/SURYAJYOTI,Suryajyoti Spinning Mills Limited
NSE/RAJOIL,Raj Oil Mills Limited
NSE/SAMTEL,Samtel Color Limited
NSE/SURANACORP,Surana Corporation Limited
NSE/RELNV20,Reliance Mutual Fund - R*Shares NV20 ETF
NSE/JCTEL,JCT Electronics Limited
NSE/SSWL,Steel Strips Wheels Limited
NSE/ITC,ITC Limited
NSE/INDIGO,InterGlobe Aviation Limited
NSE/MANAKSTEEL,Manaksia Steels Limited
NSE/DCW,DCW Limited
NSE/EON,Eon Electric Limited
NSE/GOODLUCK,Goodluck India Limited
NSE/GTL,GTL Limited
NSE/GULFOILLUB,Gulf Oil Lubricants India Limited
NSE/NAVNETEDUL,Navneet Education Limited
NSE/NIFTYIWIN,ICICI Prudential Nifty Exchange Traded Fund
NSE/VISHNU,Vishnu Chemicals Limited
NSE/ADANITRANS,Adani Transmission Limited
NSE/ALBERTDAVD,Albert David Limited
NSE/ABFRL,Aditya Birla Fashion and Retail Limited
NSE/ADVENZYMES,Advanced Enzyme Technologies Limited
NSE/ALSTOMTD,Alstom T&D India Limited
NSE/BROOKS,Brooks Laboratories Limited
NSE/EXCELINDUS,Excel Industries Limited
NSE/INOXWIND,Inox Wind Limited
NSE/TRIGYN,Trigyn Technologies Limited
NSE/ESSDEE,Ess Dee Aluminium Limited
NSE/KRIDHANINF,Kridhan Infra Limited
NSE/OCCL,Oriental Carbon & Chemicals Limited
NSE/SANGHIIND,Sanghi Industries Limited
NSE/PALREDTEC,Palred Technologies Limited
NSE/CNX_CONSUMPTION,National Stock Exchange of India (NSE) Stock Index - CNX Consumption
NSE/NIFTY_SHARIAH_25,National Stock Exchange of India (NSE) Stock Index - Nifty Shariah 25
NSE/ANANDAMRUB,The Anandam Rubber Company Limited
NSE/NIFTY100_EQUAL_WEIGHT,National Stock Exchange of India (NSE) Stock Index - Nifty 100 Equal Weight
NSE/BILENERGY,Bil Energy Systems Limited
NSE/BURNPUR,Burnpur Cement Limited
NSE/CGCL,Capri Global Capital Limited
NSE/ENGINERSIN,Engineers India Limited
NSE/GATI,GATI Limited
NSE/KTIL,Kesar Terminals & Infrastructure Limited
NSE/MAITHANALL,Maithan Alloys Limited
NSE/NITESHEST,Nitesh Estates Limited
NSE/OPTOCIRCUI,Opto Circuits (India) Limited
NSE/ORTINLABSS,Ortin Laboratories Limited
NSE/PKTEA,The Peria Karamalai Tea & Produce Company Limited
NSE/ORIENTCEM,Orient Cement Limited
NSE/PARRYSUGAR,Parrys Sugar Industries Limited
NSE/PLASTIBLEN,Plastiblends India Limited
NSE/PVP,PVP Ventures Limited
NSE/VRLLOG,VRL Logistics Limited
NSE/CNX_AUTO,National Stock Exchange of India (NSE) Stock Index - CNX Auto
NSE/CNX_MEDIA,National Stock Exchange of India (NSE) Stock Index - CNX Media
NSE/CNX_PSU_BANK,National Stock Exchange of India (NSE) Stock Index - CNX PSU Bank
NSE/NIFTY_DIVIDEND,National Stock Exchange of India (NSE) Stock Index - CNX Nifty Dividend
NSE/CNX_DIVIDEND_OPPT,National Stock Exchange of India (NSE) Stock Index - CNX Dividend Opportunities
NSE/NIFTY_FMCG,National Stock Exchange of India (NSE) Stock Index - Nifty FMCG
NSE/CNX_100,National Stock Exchange of India (NSE) Stock Index - CNX 100
NSE/MARKSANS,Marksans Pharma Limited
NSE/MEGH,Meghmani Organics Limited
NSE/MELSTAR,Melstar Information Technologies Limited
NSE/MOIL,MOIL Limited
NSE/MOTHERSUMI,Motherson Sumi Systems Limited
NSE/MUNJALSHOW,Munjal Showa Limited
NSE/NATCOPHARM,Natco Pharma Limited
NSE/SKIL,SKIL Infrastructure Limited
NSE/SPHEREGSL,Sphere Global Services Limited
NSE/SQSBFSI,SQS India BFSI Limited
NSE/SREEL,Sreeleathers Limited
NSE/SUBROS,Subros Limited
NSE/SUNCLAYLTD,Sundaram Clayton Limited
NSE/VAKRANGEE,VAKRANGEE LIMITED
NSE/VAIBHAVGBL,Vaibhav Global Limited
NSE/VETO,Veto Switchgears And Cables Limited
NSE/CNX_PHARMA,National Stock Exchange of India (NSE) Stock Index - CNX Pharma
NSE/NIFTY_DIV_OPPS_50,National Stock Exchange of India (NSE) Stock Index - Nifty Dividend Opportunities 50
NSE/NIFTY_ENERGY,National Stock Exchange of India (NSE) Stock Index - Nifty Energy
NSE/AVTNPL,AVT Natural Products Limited
NSE/AUTOAXLES,Automotive Axles Limited
NSE/BAJAJELEC,Bajaj Electricals Limited
NSE/BAJAJHIND,Bajaj Hindusthan Sugar Limited
NSE/BALAJITELE,Balaji Telefilms Limited
NSE/BBL,Bharat Bijlee Limited
NSE/CAPF,Capital First Limited
